34.36.149.41 - - [22/Jan/2019:03:56:14 +0330] "GET /filter/27|13%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,27|%DA%A9%D9%85%D8%AA%D8%B1%20%D8%A7%D8%B2%205%20%D9%85%DA%AF%D8%A7%D9%BE%DB%8C%DA%A9%D8%B3%D9%84,p53 HTTP/1.1" 200 30577 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
104.36.19.231 - - [22/Jan/2019:04:01:38 +0330] "GET /apple-touch-icon.png HTTP/1.1" 404 392 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:38 +0330] "GET /filter/stexists,p2598?page=9 HTTP/1.1" 200 30698 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
104.36.19.231 - - [22/Jan/2019:04:01:38 +0330] "GET /favicon.ico HTTP/1.1" 200 0 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
5.211.97.39 - - [22/Jan/2019:04:01:39 +0330] "HEAD /amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117360000 HTTP/1.1" 404 0 "https://www.zanbil.ir/m/browse/beverage-preperation-and-storage/%D8%AA%D9%87%DB%8C%D9%87-%D9%88-%D9%86%DA%AF%D9%87%D8%AF%D8%A7%D8%B1%DB%8C-%D9%86%D9%88%D8%B4%DB%8C%D8%AF%D9%86%DB%8C" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
130.185.74.243 - - [22/Jan/2019:04:01:39 +0330] "GET /filter/stexists,p6385 HTTP/1.1" 200 31464 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
109.125.150.157 - - [22/Jan/2019:04:01:39 +0330] "GET /image/33888?name=model-b2048u-1-.jpg&wh=200x200 HTTP/1.1" 200 3975 "-" "Dalvik/2.1.0 (Linux; U; Android 7.0; BLN-L21 Build/HONORBLN-L21)" "-"
104.36.19.231 - - [22/Jan/2019:04:01:39 +0330] "GET /apple-touch-icon-120x120-precomposed.png HTTP/1.1" 404 33667 "-" "MobileSafari/604.1 CFNetwork/976 Darwin/18.2.0" "-"
66.249.66.194 - - [22/Jan/2019:04:01:40 +0330] "GET /m/filter/b1,p47 HTTP/1.1" 200 19333 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:40 +0330] "GET /filter/stexists,p6385?page=1 HTTP/1.1" 200 30128 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
66.249.66.194 - - [22/Jan/2019:04:01:40 +0330] "GET /filter/p62 HTTP/1.1" 200 34485 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:41 +0330] "GET /filter/stexists,p6385?page=2 HTTP/1.1" 200 30128 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:42 +0330] "GET /filter/stexists,p6385?page=3 HTTP/1.1" 200 30128 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:43 +0330] "GET /filter/stexists,p6385?page=4 HTTP/1.1" 200 30128 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:44 +0330] "GET /filter/stexists,p6385?page=5 HTTP/1.1" 200 30128 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:45 +0330] "GET /filter/stexists,p5631,b191 HTTP/1.1" 200 29497 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
54.36.148.21 - - [22/Jan/2019:04:01:45 +0330] "GET /filter/p8391%2Cb236%2Cb852 HTTP/1.1" 200 33671 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:45 +0330] "GET /filter/stexists,p5631,b184 HTTP/1.1" 200 29500 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
66.249.66.91 - - [22/Jan/2019:04:01:45 +0330] "GET /filter/b874%2Cb32%2Cb63%2Cb99%2Cb126%2Cb820%2Cb249%2Cb3%2Cb148%2Cb724%2Cb613%2Cb183%2Cb213%2Cb484%2Cb224%2Cb734%2Cb20%2Cb95%2Cb542%2Cb212%2Cb485%2Cb523%2Cb221%2Cb186%2Cb67?page=8 HTTP/1.1" 200 39528 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.136 - - [22/Jan/2019:04:01:46 +0330] "GET /filter/b103%2Cb149%2Cp1 HTTP/1.1" 200 38288 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.111.54.249 - - [22/Jan/2019:04:01:46 +0330] "GET /image/600/productModel/150x150 HTTP/1.1" 200 1637 "https://www.zanbil.ir/m/product/34024/64841/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-Ultimo-D2BF-0028GW" "Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36" "-"
66.111.54.249 - - [22/Jan/2019:04:01:46 +0330] "GET /image/56223/productModel/150x150 HTTP/1.1" 200 2432 "https://www.zanbil.ir/m/product/34024/64841/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-Ultimo-D2BF-0028GW" "Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36" "-"
66.111.54.249 - - [22/Jan/2019:04:01:46 +0330] "GET /image/56228/productModel/150x150 HTTP/1.1" 200 2509 "https://www.zanbil.ir/m/product/34024/64841/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-Ultimo-D2BF-0028GW" "Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36" "-"
66.111.54.249 - - [22/Jan/2019:04:01:46 +0330] "GET /image/56330/productModel/150x150 HTTP/1.1" 200 1757 "https://www.zanbil.ir/m/product/34024/64841/%DB%8C%D8%AE%DA%86%D8%A7%D9%84-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%81%D8%B1%DB%8C%D8%B2%D8%B1-%D9%BE%D8%A7%DB%8C%DB%8C%D9%86-%D8%AF%D9%88%D9%88-%D9%85%D8%AF%D9%84-Ultimo-D2BF-0028GW" "Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.93 Mobile Safari/537.36" "-"
207.46.13.136 - - [22/Jan/2019:04:01:46 +0330] "GET /article/721 HTTP/1.1" 200 30631 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
5.211.97.39 - - [22/Jan/2019:04:01:46 +0330] "GET /m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2 HTTP/1.1" 200 19069 "https://www.zanbil.ir/m/browse/beverage-preperation-and-storage/%D8%AA%D9%87%DB%8C%D9%87-%D9%88-%D9%86%DA%AF%D9%87%D8%AF%D8%A7%D8%B1%DB%8C-%D9%86%D9%88%D8%B4%DB%8C%D8%AF%D9%86%DB%8C" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
130.185.74.243 - - [22/Jan/2019:04:01:47 +0330] "GET /filter/stexists,p5631,b591,b592 HTTP/1.1" 200 29554 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /settings/logo HTTP/1.1" 200 4120 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/62041/productModel/200x200 HTTP/1.1" 200 7592 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/63031/productModel/200x200 HTTP/1.1" 200 4995 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/59626/productModel/200x200 HTTP/1.1" 200 7196 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/38710/productModel/200x200 HTTP/1.1" 200 5903 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "HEAD /amp_preconnect_polyfill_404_or_other_error_expected._Do_not_worry_about_it?1548117360000 HTTP/1.1" 404 0 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/5007/productModel/200x200 HTTP/1.1" 200 5420 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/63963/productModel/200x200 HTTP/1.1" 200 4265 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/55677/productModel/200x200 HTTP/1.1" 200 5784 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:47 +0330] "GET /image/60669/productModel/200x200 HTTP/1.1" 200 5499 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
130.185.74.243 - - [22/Jan/2019:04:01:47 +0330] "GET /filter/stexists,p5631,b591,b592?page=1 HTTP/1.1" 200 29572 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
83.123.86.60 - - [22/Jan/2019:04:01:47 +0330] "GET /image/463/productTypeType HTTP/1.1" 200 11599 "https://www.zanbil.ir/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:48 +0330] "GET /image/29947/productModel/200x200 HTTP/1.1" 200 4421 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:48 +0330] "GET /image/6455/productModel/200x200 HTTP/1.1" 200 5417 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
130.185.74.243 - - [22/Jan/2019:04:01:48 +0330] "GET /filter/stexists,p5631,b591,b592?page=2 HTTP/1.1" 200 29573 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
5.211.97.39 - - [22/Jan/2019:04:01:48 +0330] "GET /image/29949/productModel/200x200 HTTP/1.1" 200 4152 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
5.211.97.39 - - [22/Jan/2019:04:01:48 +0330] "GET /image/56381/productModel/200x200 HTTP/1.1" 200 5616 "https://www.zanbil.ir/m/browse/coffee-maker/%D9%82%D9%87%D9%88%D9%87-%D8%B3%D8%A7%D8%B2" "Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Version/10.0 Mobile/14F89 Safari/602.1" "-"
51.15.15.54 - - [22/Jan/2019:04:01:49 +0330] "GET /blog/home-appliances/air-conditioner/heater/ HTTP/1.1" 200 21199 "-" "Barkrowler/0.9 (+http://www.exensa.com/crawl)" "-"
83.123.86.60 - - [22/Jan/2019:04:01:49 +0330] "GET /image/72/productTypeType HTTP/1.1" 200 3300 "https://www.zanbil.ir/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
5.160.157.20 - - [22/Jan/2019:04:01:49 +0330] "GET /filter?f=p17586&page=2 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "-"
5.160.157.20 - - [22/Jan/2019:04:01:49 +0330] "GET /filter?f=p52,b95&o=b HTTP/1.1" 301 178 "-" "Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0" "-"
130.185.74.243 - - [22/Jan/2019:04:01:49 +0330] "GET /filter/stexists,p3,t5,b252 HTTP/1.1" 200 31811 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
83.123.86.60 - - [22/Jan/2019:04:01:49 +0330] "GET /image/13/productTypeType HTTP/1.1" 200 11336 "https://www.zanbil.ir/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
207.46.13.136 - - [22/Jan/2019:04:01:50 +0330] "GET /filter/b1,b103,b105,b109,b111,b126,b135,b136,b148,b183,b2,b203,b46,b95 HTTP/1.1" 200 38465 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.249.66.194 - - [22/Jan/2019:04:01:51 +0330] "GET /m/filter/b1,b126,b148,b168,b180,b186,b19,b2,b202,b213,b215,b231,b238,b249,b256,b3,b32,b321,b35,b400,b41,b435,b454,b481,b484,b485,b497,b523,b546,b548,b568,b570,b597,b6,b615,b656,b67,b703,b74,b778,b80,b82,b820,b854,b861,b877,b878,b880,b99,p5935 HTTP/1.1" 200 21705 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:51 +0330] "GET /filter/stexists,p3,t5,b252?page=1 HTTP/1.1" 200 31826 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
66.249.66.194 - - [22/Jan/2019:04:01:51 +0330] "GET /m/filter/b2,p6 HTTP/1.1" 200 19458 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.104 - - [22/Jan/2019:04:01:51 +0330] "GET /image/26889?name=b48ad5.jpg&wh=300x300 HTTP/1.1" 200 6630 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:52 +0330] "GET /filter/stexists,p3,t5,b146 HTTP/1.1" 200 31808 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
66.249.66.194 - - [22/Jan/2019:04:01:52 +0330] "GET /m/filter/b207,b222,b531,p6446 HTTP/1.1" 200 20273 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
172.20.2.174 - - [22/Jan/2019:04:01:52 +0330] "GET /site/ping HTTP/1.1" 200 4 "-" "-" "-"
54.36.148.90 - - [22/Jan/2019:04:01:52 +0330] "GET /filter/5465|200%20*%20200,b656 HTTP/1.1" 200 32540 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
66.249.66.194 - - [22/Jan/2019:04:01:53 +0330] "GET /m/browse/tensiometre/%D9%81%D8%B4%D8%A7%D8%B1%D8%B3%D9%86%D8%AC HTTP/1.1" 200 19106 "-" "Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
130.185.74.243 - - [22/Jan/2019:04:01:53 +0330] "GET /filter/stexists,p3,t5,b146?page=1 HTTP/1.1" 200 31824 "-" "Mozilla/5.0 (Windows NT 6.1; rv:42.0) Gecko/20100101 Firefox/42.0" "-"
207.46.13.136 - - [22/Jan/2019:04:01:54 +0330] "GET /filter/b212,b497,b584,b8 HTTP/1.1" 200 37440 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
83.123.86.60 - - [22/Jan/2019:04:01:55 +0330] "GET /image/12/productTypeType HTTP/1.1" 200 11336 "https://www.zanbil.ir/" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
66.249.66.91 - - [22/Jan/2019:04:01:55 +0330] "GET /filter/stexists%2Cb238%2Cb543%2Cb3%2Cb20%2Cb601%2Cb890%2Cb570%2Cb741%2Cp51%2Cb113 HTTP/1.1" 200 35627 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.104 - - [22/Jan/2019:04:01:55 +0330] "GET /filter/b113,b135,b145,b213 HTTP/1.1" 200 37566 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
207.46.13.136 - - [22/Jan/2019:04:01:56 +0330] "GET /filter/b186,b224,b321 HTTP/1.1" 200 37247 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
54.36.149.14 - - [22/Jan/2019:04:01:56 +0330] "GET /filter/b1%2Cb82%2Cb151 HTTP/1.1" 200 37521 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
207.46.13.104 - - [22/Jan/2019:04:01:57 +0330] "GET /filter?f=b130%2Cb74%2Cb58 HTTP/1.1" 301 178 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.249.66.194 - - [22/Jan/2019:04:01:58 +0330] "GET /blog/digital-supplies/%D8%AC%D8%AF%DB%8C%D8%AF%D8%AA%D8%B1%DB%8C%D9%86-%D9%85%D8%AD%D8%B5%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%BE%D9%84-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%87-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1%D8%8C-%D8%A2%DB%8C%D9%BE/ HTTP/1.1" 200 25377 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.136 - - [22/Jan/2019:04:01:59 +0330] "GET /filter/b1%2Cb36%2Cb178%2Cb191%2Cstnot-exists?page=0 HTTP/1.1" 200 37865 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
207.46.13.136 - - [22/Jan/2019:04:01:59 +0330] "GET /filter/b118,b19,b231,b441,b442 HTTP/1.1" 200 37515 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
13.66.139.0 - - [22/Jan/2019:04:01:59 +0330] "GET /filter/p8601%2Cb67 HTTP/1.1" 200 32295 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
17.58.102.43 - - [22/Jan/2019:04:01:59 +0330] "GET /filter/b211%2Cb502%2Cb229%2Cb99%2Cb367%2Cb271%2Cb408%2Cb305%2Cb231%2Cb485%2Cb497%2Cb435%2Cb570%2Cb6 HTTP/1.1" 200 38185 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)" "-"
66.249.66.194 - - [22/Jan/2019:04:02:00 +0330] "GET /filter/b136,b149,p7 HTTP/1.1" 200 34453 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
207.46.13.136 - - [22/Jan/2019:04:02:00 +0330] "GET /filter/p43%2Cstexists%2Cb877%2Cb1%2Cb152 HTTP/1.1" 200 29962 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
54.36.149.17 - - [22/Jan/2019:04:02:01 +0330] "GET /filter/p62%2Crf30000000%2Cstexists%2Cb5 HTTP/1.1" 200 31801 "-" "Mozilla/5.0 (compatible; AhrefsBot/6.1; +http://ahrefs.com/robot/)" "-"
66.249.66.194 - - [22/Jan/2019:04:02:01 +0330] "GET /product/18467/%DA%AF%D9%84%D8%AF%D8%A7%D9%86-%D9%82%D9%84%D9%85-%D8%B2%D9%86%DB%8C-%D9%87%D9%86%D8%B1-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D9%85%D8%AF%D9%84-%D8%AA%D8%AE%D8%AA-%D8%AC%D9%85%D8%B4%DB%8C%D8%AF- HTTP/1.1" 200 41396 "-" "Googlebot-Image/1.0" "-"
207.46.13.136 - - [22/Jan/2019:04:02:01 +0330] "GET /article/list/1?page=3 HTTP/1.1" 200 28371 "-" "Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)" "-"
66.249.66.91 - - [22/Jan/2019:04:02:02 +0330] "GET /filter/b874%2Cb32%2Cb63%2Cb99%2Cb126%2Cb820%2Cb249%2Cb3%2Cb148%2Cb724%2Cb613%2Cb183%2Cb213%2Cb484%2Cb224%2Cb734%2Cb20%2Cb95%2Cb542%2Cb212%2Cb485%2Cb523%2Cb221%2Cb186%2Cb67?page=6 HTTP/1.1" 200 39479 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)" "-"
83.123.86.60 - - [22/Jan/2019:04:02:02 +0330] "GET /m/filter/b32%2Cp3%2Ct5%2Ct72 HTTP/1.1" 200 18468 "https://www.zanbil.ir/m/filter/b32%2Cp3%2Ct5" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Mobile/15E148 Safari/604.1" "-"
